id,省名,县名,年份,年末总人口,乡村人口,人均GDP,农村居民人均可支配收入,一般公共预算收入,普通中学学校数,小学专任教师数,医院卫生院床位数,每千人医院卫生院床位数,卫生技术人员数,卫生厕所普及率,社会福利收养性单位数,床位数,每千人社会福利收养性床位数,老龄化率,城镇化率,路网密度,NVDI,WET,LST,NDBSI,RSEI_mean,RSEI_stdDev,优良面积占比,elevation_mean,slope_mean,教育POI密度,医疗POI密度,养老POI密度,商业POI密度,文体POI密度,交通POI密度,教育POI基尼系数,医疗POI基尼系数,养老POI基尼系数,商业POI基尼系数,文体POI基尼系数,交通POI基尼系数,教育POI核密度峰值,医疗POI核密度峰值,养老POI核密度峰值,商业POI核密度峰值,文体POI核密度峰值,交通POI核密度峰值,POI综合覆盖度
522626.0,贵州省,岑巩县,2024.0,16.88,,42937.0,15454.0,2.67,13.0,993.0,1368.0,8.1042654028436,,0.9953,3.0,296.0,0.175355450236967,,,0.8572,0.78014609457163,-0.0238124338456482,33.7038816873563,-0.239859078663628,0.734392801844338,0.0980447774057824,0.901414570691778,667.664415484797,18.0150657303803,0.0268456375838926,0.0557046979865772,0.00134228187919463,0.104697986577181,0.0328859060402685,0.0577181208053691,0.3156,0.2526,,0.2231,0.2453,0.2474,39.57053754,64.27264335,,95.83439342,84.56256234,203.8005156,0.373684210526316
522629.0,贵州省,剑河县,2024.0,18.66,,37520.0,14369.0,2.53,12.0,1196.0,1259.0,6.7470525187567,,0.9407,4.0,300.0,0.160771704180064,,,0.4443,0.820961620209235,-0.0114955445818243,33.6299298743988,-0.28177373347686,0.778264519827318,0.0670436886042609,0.97550193510128,819.503087735424,23.7452177269301,0.0151376146788991,0.0311926605504587,0.000917431192660551,0.0756880733944954,0.0243119266055046,0.0201834862385321,0.2656,0.2908,,0.2004,0.3123,0.2617,29.34844783,54.42621705,,188.79622812,70.23981188,1327.67925,0.38
522630.0,贵州省,台江县,2024.0,12.38,,45429.0,14059.0,2.71,5.0,772.0,706.0,5.70274636510501,,0.9143,2.0,150.0,0.121163166397415,,,0.6923,0.809051503737345,-0.0161194043347588,32.7093370275859,-0.266005458297307,0.754244127548241,0.0850437482283805,0.95018982796098,914.903955082148,22.3346953586304,0.0166975881261596,0.0417439703153989,0.0,0.128942486085343,0.0250463821892393,0.0296846011131725,0.2775,0.1552,,0.2707,0.2194,0.2424,133.85386896,269.02227457,,193.62459767,216.5353773,476.780278,0.385542168674699
522631.0,贵州省,黎平县,2024.0,41.5,,29077.0,14423.0,4.54,25.0,2592.0,3561.0,8.58072289156626,,0.9452,4.0,353.0,0.0850602409638554,,,0.4998,0.802403017762369,-0.0108610843953913,31.7773290849801,-0.28133010103979,0.733564031347368,0.0717291543880174,0.947074924794835,699.812028160881,18.5343536916418,0.0151515151515152,0.0407055630936228,0.00067842605156038,0.0291723202170963,0.026232473993668,0.0201266395296246,0.3761,0.302,0.0,0.2416,0.3479,0.2236,21.26000891,46.2242335,119110.9968,70.455451,39.3751111,106.4514355,0.353333333333333
522633.0,贵州省,从江县,2024.0,30.12,,29747.0,15364.0,3.66,13.0,2057.0,1874.0,6.22177954847278,,0.9726,6.0,423.0,0.140438247011952,,,0.7458,0.800480053018704,-0.00941146728434558,31.7691367908713,-0.282514409254735,0.730905405316862,0.0663919882962481,0.957405735833228,680.385763954039,21.6542278252928,0.0111627906976744,0.0285271317829457,0.000310077519379845,0.0496124031007752,0.0263565891472868,0.0210852713178295,0.3202,0.3522,,0.3224,0.3478,0.2364,16.5584661,36.86497883,,68.5724047,28.44616254,218.7376904,0.231111111111111
522702.0,贵州省,福泉市,2024.0,29.92,,100382.0,18144.0,17.04,10.0,1377.0,2232.0,7.45989304812834,18.0,0.9966,6.0,680.0,0.227272727272727,,,1.2443,0.76425233304614,-0.0328818058706676,33.2454596027291,-0.219292506043391,0.719740020110332,0.107105858455158,0.882799591617184,1093.21682380257,16.5343248575027,0.0313238770685579,0.102836879432624,0.00236406619385343,0.0839243498817967,0.0531914893617021,0.0555555555555556,0.3736,0.2834,0.151,0.29,0.2863,0.3572,36.31128604,141.68412912,912.3690522,165.61709353,253.3408047,74.73680431,0.46875
522723.0,贵州省,贵定县,2024.0,24.98,,55939.0,17644.0,8.06,9.0,1257.0,1660.0,6.6453162530024,,0.9793,6.0,521.0,0.208566853482786,,,0.9747,0.781609046044307,-0.0297181809703895,31.3051287997689,-0.229479792411393,0.702967714990983,0.103350984167052,0.881264272742859,1195.50173571022,18.184786212673,0.0276412776412776,0.062039312039312,0.00184275184275184,0.0896805896805897,0.0515970515970516,0.0663390663390663,0.3808,0.2787,0.0,0.3351,0.3666,0.3093,43.3304852,190.04558347,93.91706493,118.03922988,98.25129203,161.376733,0.403061224489796
522725.0,贵州省,瓮安县,2024.0,39.62,,55232.0,18260.0,9.28,19.0,1937.0,2734.0,6.90055527511358,,0.988,8.0,402.0,0.101463907117617,,,1.1382,0.757719492079075,-0.0301615510521361,32.513882376136,-0.222798930372673,0.700967495572202,0.106693862792968,0.851460796467428,1055.56415190969,16.2140239685357,0.0310748853795211,0.0942435048395313,0.00101884870096791,0.0692817116658176,0.0341314314824249,0.000509424350483953,0.3439,0.3023,,0.3493,0.3437,,62.69614864,145.25535529,,102.53043051,107.4550742,,0.275862068965517
522727.0,贵州省,平塘县,2024.0,23.27,,49989.0,16513.0,3.9,10.0,1349.0,2065.0,8.8740868070477,,0.9933,7.0,727.0,0.312419424151268,,,0.7247,0.779430168833459,-0.0351959781813404,31.627172327896,-0.213937968066188,0.702698523633803,0.0979712812811646,0.881370959980489,976.018776108252,20.8592830616274,0.0117605131860299,0.0370634354953671,0.000356379187455453,0.0577334283677833,0.0253029223093371,0.0160370634354954,0.3361,0.369,,0.3629,0.3482,0.2634,12.55805396,30.47451799,,38.5940862,16.68265623,123.6498266,0.4688995215311
522728.0,贵州省,罗甸县,2024.0,25.84,,43068.0,17262.0,5.22,12.0,1649.0,2410.0,9.3266253869969,,0.9839,6.0,977.0,0.378095975232198,,,0.7617,0.791595315730489,-0.0279821639183757,31.3226679161037,-0.233691792616452,0.711856867710194,0.0896467769951906,0.904515047787354,730.717971586218,24.7885786401488,0.010620643876535,0.0365084633255891,0.00232326584799203,0.0531032193826751,0.0325257218718885,0.0371722535678725,0.2739,0.2264,0.2511,0.279,0.313,0.284,60.63975736,102.54648795,37.80081804,97.47851453,63.17089135,331.3812571,0.238839285714286
